ticker,timestamp,metric_name,value_1,value_2,value_3
MSFT,2025-11-27 16:16:25,Net Sales,281724.0,245122.0,217778.0
MSFT,2025-11-27 16:16:25,Total Assets,619003.0,512163.0,
MSFT,2025-11-27 16:16:25,Total Liabilities,275524.0,243686.0,
MSFT,2025-11-27 16:16:25,Shareholders Equity,343479.0,268477.0,237731.0
MSFT,2025-11-27 16:16:25,Net Income,101832.0,88136.0,72361.0
MSFT,2025-11-27 16:16:25,Operating Income,128528.0,109433.0,88523.0
MSFT,2025-11-27 16:16:25,Gross Profit,193893.0,171008.0,146052.0
MSFT,2025-11-27 16:16:25,Cash And Equivalents,30242.0,18315.0,17486.0
