ticker,timestamp,metric_name,value_1,value_2,value_3
AAPL,2025-11-27 16:11:54,Net Sales,416161.0,391035.0,383285.0
AAPL,2025-11-27 16:11:54,Total Assets,364980.0,359241.0,
AAPL,2025-11-27 16:11:54,Total Liabilities,308030.0,285508.0,
AAPL,2025-11-27 16:11:54,Shareholders Equity,93568.0,83276.0,73812.0
AAPL,2025-11-27 16:11:54,Net Income,112010.0,96995.0,93736.0
AAPL,2025-11-27 16:11:54,Operating Income,133050.0,123216.0,114301.0
AAPL,2025-11-27 16:11:54,Gross Profit,195201.0,180683.0,169148.0
AAPL,2025-11-27 16:11:54,Cash And Equivalents,35934.0,29943.0,28267.0
