ticker,timestamp,metric_name,value_1,value_2,value_3
AAPL,2025-11-26 19:23:23,Net Sales,209586.0,201183.0,200583.0
AAPL,2025-11-26 19:23:23,Total Assets,364980.0,359241.0,
AAPL,2025-11-26 19:23:23,Total Liabilities,308030.0,285508.0,
AAPL,2025-11-26 19:23:23,Net Income,112010.0,96995.0,93736.0
AAPL,2025-11-26 19:23:23,Operating Income,133050.0,123216.0,114301.0
AAPL,2025-11-26 19:23:23,Cash And Equivalents,35934.0,30737.0,29943.0
